Hora,Nombre completo del usuario,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
2020-04-27,Profesor,CURSO,Sistema,Rol asignado,The user with id '1698' assigned the role with id '5' to the user with id '6762'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Usuario matriculado en curso,The user with id '1698' enrolled the user with id '6762' using the enrolment method 'manual' in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.196.53
2020-04-27,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,181.73.253.81
2020-04-27,usuario_7,Foro3,Foro,Tema visto,The user with id '6376' has viewed the discussion with id '1870' in the forum with course module id '159083'.,web,181.73.253.81
2020-04-27,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,181.73.253.81
2020-04-27,usuario_7,Foro3,Foro,Tema visto,The user with id '6376' has viewed the discussion with id '1873' in the forum with course module id '159083'.,web,181.73.253.81
2020-04-27,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,181.73.253.81
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1839' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4626' in the discussion with id '1839' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1839' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4626' in the discussion '1839' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1839' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1848' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4625' in the discussion with id '1848' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1848' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4625' in the discussion '1848' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1848' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Perfil de usuario visto,The user with id '1698' viewed the profile for the user with id '6289' in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Perfil de usuario visto,The user with id '1698' viewed the profile for the user with id '6289' in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1849' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4624' in the discussion with id '1849' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1849' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4624' in the discussion '1849' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1849' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1857' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4622' in the discussion with id '1857' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1857' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4622' in the discussion '1857' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1857' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1860' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4621' in the discussion with id '1860' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1860' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4621' in the discussion '1860' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1860' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1866' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4619' in the discussion with id '1866' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1866' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4619' in the discussion '1866' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1866' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1867' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4618' in the discussion with id '1867' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1867' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4618' in the discussion '1867' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1867' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1868' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4617' in the discussion with id '1868' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1868' in the forum with the course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '1698' has posted content in the forum post with id '4617' in the discussion '1868' located in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1868' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Perfil de usuario visto,The user with id '1698' viewed the profile for the user with id '6353' in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '1870' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Mensaje creado,The user with id '1698' has created the post with id '4616' in the discussion with id '1870' in the forum with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '1698' subscribed the user with id '1698' to the discussion  with id '1870' in the forum with the course module id '159083'.,web,200.90.196.53
