Hora,Nombre completo del usuario,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,H5P-1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,Sistema,Finalización de actividad de curso actualizada,The user with id '581' updated the completion state for the course module with id '183099' for the user with id '581'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,Sistema,Finalización de actividad de curso actualizada,The user with id '581' updated the completion state for the course module with id '183099' for the user with id '581'.,web,189.148.203.31
2020-06-20,Investigador,H5P-2,Sistema,Módulo de curso creado,The user with id '581' created the 'hvp' activity with course module id '183099'.,web,189.148.203.31
2020-06-20,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-20,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Etiqueta ,,,,,
",Sistema,Módulo de curso actualizado""",The user with id '581' updated the 'label' activity with course module id '48345'.,189.148.203.31,,,,,
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Etiqueta ,,,,,
",Sistema,Módulo de curso actualizado""",The user with id '581' updated the 'label' activity with course module id '48345'.,189.148.203.31,,,,,
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Archivo7 ,Recurso,Módulo de curso visto,The user with id '581' viewed the 'resource' activity with course module id '159090'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Etiqueta ,,,,,
",Sistema,Módulo de curso actualizado""",The user with id '581' updated the 'label' activity with course module id '48345'.,189.148.203.31,,,,,
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,H5P-1,Sistema,Módulo de curso creado,The user with id '581' created the 'hvp' activity with course module id '183098'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Encuesta,Encuesta predefinida,Módulo de curso visto,The user with id '581' viewed the 'survey' activity with course module id '183085'.,web,189.148.203.31
2020-06-19,Investigador,Encuesta,Sistema,Módulo de curso creado,The user with id '581' created the 'survey' activity with course module id '183085'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Evento de calendario actualizado,The user with id '581' updated the event 'Neuromitos que circulan en internet debería ser completado' with id '5725'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Evento de calendario actualizado,The user with id '581' updated the event 'Neuromitos que circulan en internet debería ser completado' with id '5725'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Evento de calendario actualizado,The user with id '581' updated the event 'Neuromitos que circulan en internet debería ser completado' with id '5725'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Perfil de usuario visto,The user with id '581' viewed the profile for the user with id '6762' in the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,usuario_8,Foro2,Foro,Tema visto,The user with id '6762' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,Foro2,Sistema,Finalización de actividad de curso actualizada,The user with id '6762' updated the completion state for the course module with id '181902' for the user with id '6762'.,web,181.74.92.59
2020-06-19,usuario_8,Foro2,Foro,Mensaje creado,The user with id '6762' has created the post with id '14803' in the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,Foro2,Foro,Se ha suscrito a esta discusión,The user with id '6762' subscribed the user with id '6762' to the discussion  with id '5369' in the forum with the course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,Foro2,Foro,Algún contenido ha sido publicado.,The user with id '6762' has posted content in the forum post with id '14803' in the discussion '5369' located in the forum with course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,Foro2,Foro,Tema visto,The user with id '6762' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,Foro2,Foro,Módulo de curso visto,The user with id '6762' viewed the 'forum' activity with course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-06-19,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.4.151
2020-06-19,usuario_12,Foro2,Foro,Tema visto,The user with id '6101' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.62.21
2020-06-19,usuario_12,Foro2,Foro,Módulo de curso visto,The user with id '6101' viewed the 'forum' activity with course module id '181902'.,web,181.74.62.21
2020-06-19,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,usuario_7,Foro2,Foro,Tema visto,The user with id '6376' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.73.253.81
2020-06-19,usuario_8,Foro2,Foro,Tema visto,The user with id '6762' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,Foro2,Foro,Módulo de curso visto,The user with id '6762' viewed the 'forum' activity with course module id '181902'.,web,181.74.92.59
2020-06-19,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-06-19,usuario_7,Foro2,Foro,Módulo de curso visto,The user with id '6376' viewed the 'forum' activity with course module id '181902'.,web,181.73.253.81
2020-06-19,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,181.73.253.81
2020-06-19,usuario_7,Foro2,Foro,Tema visto,The user with id '6376' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.73.253.81
2020-06-19,usuario_7,CURSO,Sistema,Curso visto,The user with id '6376' viewed the course with id '2046'.,web,181.73.253.81
2020-06-19,usuario_6,Foro2,Foro,Tema visto,The user with id '6442' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.108
2020-06-19,usuario_6,Foro2,Foro,Tema visto,The user with id '6442' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.108
2020-06-19,usuario_6,Foro2,Foro,Módulo de curso visto,The user with id '6442' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.108
2020-06-19,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-06-19,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-06-19,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.4.151
2020-06-19,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Sistema,Finalización de actividad de curso actualizada,The user with id '6353' updated the completion state for the course module with id '181902' for the user with id '6353'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Mensaje creado,The user with id '6353' has created the post with id '14789' in the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Algún contenido ha sido publicado.,The user with id '6353' has posted content in the forum post with id '14789' in the discussion '5369' located in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Mensaje borrado,The user with id '6353' has deleted the post with id '14788' in the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Sistema,Finalización de actividad de curso actualizada,The user with id '6353' updated the completion state for the course module with id '181902' for the user with id '6353'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Sistema,Finalización de actividad de curso actualizada,The user with id '6353' updated the completion state for the course module with id '181902' for the user with id '6353'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Mensaje creado,The user with id '6353' has created the post with id '14788' in the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Se ha suscrito a esta discusión,The user with id '6353' subscribed the user with id '6353' to the discussion  with id '5369' in the forum with the course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Algún contenido ha sido publicado.,The user with id '6353' has posted content in the forum post with id '14788' in the discussion '5369' located in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,Foro2,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '181902'.,web,190.82.4.151
2020-06-19,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.4.151
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Mensaje actualizado,The user with id '581' has updated the post with id '14592' in the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Algún contenido ha sido publicado.,The user with id '581' has posted content in the forum post with id '14592' in the discussion '5369' located in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Perfil de usuario visto,The user with id '581' viewed the profile for the user with id '6442' in the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Perfil de usuario visto,The user with id '581' viewed the profile for the user with id '6289' in the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Perfil de usuario visto,The user with id '581' viewed the profile for the user with id '6396' in the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Lista de usuarios vista,The user with id '581' viewed the list of users in the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-19,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-18,Profesor,Foro2,Foro,Tema visto,The user with id '1698' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,179.9.8.255
2020-06-18,Profesor,Foro2,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '181902'.,web,179.9.8.255
2020-06-18,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.8.255
2020-06-18,usuario_6,Foro2,Foro,Tema visto,The user with id '6442' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.108
2020-06-18,usuario_6,Foro2,Foro,Tema visto,The user with id '6442' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.108
2020-06-18,usuario_6,Foro2,Foro,Módulo de curso visto,The user with id '6442' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.108
2020-06-18,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-06-18,usuario_11,Foro2,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,"168,196,200,150"
2020-06-18,usuario_11,Foro2,Foro,Módulo de curso visto,The user with id '6289' viewed the 'forum' activity with course module id '181902'.,web,"168,196,200,150"
2020-06-18,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,150"
2020-06-18,usuario_11,Foro2,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,"168,196,200,150"
2020-06-18,usuario_11,Foro2,Foro,Módulo de curso visto,The user with id '6289' viewed the 'forum' activity with course module id '181902'.,web,"168,196,200,150"
2020-06-18,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,150"
2020-06-18,usuario_2,Foro2,Foro,Tema visto,The user with id '6665' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,179.9.3.196
2020-06-18,usuario_2,Foro2,Foro,Módulo de curso visto,The user with id '6665' viewed the 'forum' activity with course module id '181902'.,web,179.9.3.196
2020-06-18,usuario_2,CURSO,Sistema,Curso visto,The user with id '6665' viewed the course with id '2046'.,web,179.9.3.196
2020-06-18,usuario_8,Foro2,Foro,Tema visto,The user with id '6762' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-18,usuario_8,Foro2,Foro,Tema visto,The user with id '6762' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-18,usuario_8,Foro2,Foro,Módulo de curso visto,The user with id '6762' viewed the 'forum' activity with course module id '181902'.,web,181.74.92.59
2020-06-18,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-06-18,usuario_9,CURSO,Sistema,Perfil de usuario visto,The user with id '6096' viewed the profile for the user with id '1698' in the course with id '2046'.,web,179.9.4.197
2020-06-18,usuario_9,Foro2,Foro,Tema visto,The user with id '6096' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,179.9.4.197
2020-06-18,usuario_9,Foro2,Foro,Módulo de curso visto,The user with id '6096' viewed the 'forum' activity with course module id '181902'.,web,179.9.4.197
2020-06-18,usuario_9,CURSO,Sistema,Curso visto,The user with id '6096' viewed the course with id '2046'.,web,179.9.4.197
2020-06-18,usuario_11,Foro2,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,168.196.203.31
2020-06-18,usuario_11,Foro2,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,168.196.203.31
2020-06-18,usuario_11,Foro2,Foro,Módulo de curso visto,The user with id '6289' viewed the 'forum' activity with course module id '181902'.,web,168.196.203.31
2020-06-18,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,168.196.203.31
2020-06-18,usuario_4,Foro2,Foro,Tema visto,The user with id '5888' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,200.90.198.132
2020-06-18,usuario_4,Foro2,Sistema,Finalización de actividad de curso actualizada,The user with id '5888' updated the completion state for the course module with id '181902' for the user with id '5888'.,web,200.90.198.132
2020-06-18,usuario_4,Foro2,Foro,Mensaje creado,The user with id '5888' has created the post with id '14762' in the discussion with id '5369' in the forum with course module id '181902'.,web,200.90.198.132
2020-06-18,usuario_4,Foro2,Foro,Se ha suscrito a esta discusión,The user with id '5888' subscribed the user with id '5888' to the discussion  with id '5369' in the forum with the course module id '181902'.,web,200.90.198.132
2020-06-18,usuario_4,Foro2,Foro,Algún contenido ha sido publicado.,The user with id '5888' has posted content in the forum post with id '14762' in the discussion '5369' located in the forum with course module id '181902'.,web,200.90.198.132
2020-06-18,usuario_4,Foro2,Foro,Tema visto,The user with id '5888' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,200.90.198.132
2020-06-18,usuario_4,Foro2,Foro,Módulo de curso visto,The user with id '5888' viewed the 'forum' activity with course module id '181902'.,web,200.90.198.132
